penampakkan\10\10_1.jpg,119.218669,50.134830,11.472390
penampakkan\10\10_10.jpg,155.181198,60.953631,20.735541
penampakkan\10\10_11.jpg,116.854173,42.901522,10.852905
penampakkan\10\10_12.jpg,121.986848,55.696962,10.753955
penampakkan\10\10_13.jpg,121.889356,54.073682,10.731169
penampakkan\10\10_14.jpg,148.613231,64.404218,16.224499
penampakkan\10\10_15.jpg,134.565251,51.455360,15.907666
penampakkan\10\10_16.jpg,131.356761,44.623061,14.478170
penampakkan\10\10_17.jpg,137.947636,50.366651,15.255761
penampakkan\10\10_18.jpg,148.476506,56.518452,17.707180
penampakkan\10\10_2.jpg,163.889607,71.307184,21.098546
penampakkan\10\10_3.jpg,152.835852,66.023192,22.044972
penampakkan\10\10_4.jpg,124.992362,51.662165,12.600459
penampakkan\10\10_5.jpg,133.183645,61.143331,12.821054
penampakkan\10\10_6.jpg,127.124448,44.577313,14.970353
penampakkan\10\10_7.jpg,110.142007,34.511281,10.630739
penampakkan\10\10_8.jpg,152.625618,55.982087,18.417294
penampakkan\10\10_9.jpg,146.523302,51.824093,15.363828
penampakkan\11\11_1.jpg,131.271281,58.488205,10.997330
penampakkan\11\11_10.jpg,147.167394,59.113098,16.752485
penampakkan\11\11_11.jpg,128.316685,51.617548,12.107192
penampakkan\11\11_12.jpg,186.062677,87.641570,26.872999
penampakkan\11\11_13.jpg,115.176567,46.432923,10.741653
penampakkan\11\11_14.jpg,128.129720,61.024763,12.483022
penampakkan\11\11_15.jpg,152.530294,76.376636,17.880599
penampakkan\11\11_16.jpg,151.008846,90.368579,16.888617
penampakkan\11\11_17.jpg,148.121432,97.180096,16.894614
penampakkan\11\11_18.jpg,147.150500,81.324931,15.374310
penampakkan\11\11_19.jpg,123.992689,57.960973,10.187530
penampakkan\11\11_2.jpg,142.252861,64.089228,13.616105
penampakkan\11\11_20.jpg,160.038450,80.876408,19.832025
penampakkan\11\11_3.jpg,139.263805,62.233223,13.707768
penampakkan\11\11_4.jpg,150.703459,76.097061,16.705775
penampakkan\11\11_5.jpg,142.717404,91.086468,14.761179
penampakkan\11\11_6.jpg,115.615313,73.234591,8.704253
penampakkan\11\11_7.jpg,153.078714,86.041824,17.181907
penampakkan\11\11_8.jpg,151.971730,68.696630,15.319241
penampakkan\11\11_9.jpg,155.755140,64.158099,19.511466
penampakkan\12\12_1.jpg,133.327714,58.687454,13.579433
penampakkan\12\12_10.jpg,140.836150,57.546296,19.586080
penampakkan\12\12_11.jpg,140.640954,52.117838,17.660838
penampakkan\12\12_12.jpg,120.215854,62.137315,15.822892
penampakkan\12\12_13.jpg,152.515099,74.407914,17.677951
penampakkan\12\12_14.jpg,127.371053,51.229115,13.136834
penampakkan\12\12_15.jpg,126.370328,41.801876,13.630269
penampakkan\12\12_16.jpg,125.383976,40.311128,12.786567
penampakkan\12\12_17.jpg,149.299992,73.128534,19.728462
penampakkan\12\12_18.jpg,148.041961,57.651636,18.191456
penampakkan\12\12_19.jpg,125.981204,53.123466,14.350710
penampakkan\12\12_2.jpg,125.218471,48.974617,11.195251
penampakkan\12\12_20.jpg,145.059580,64.253251,16.712841
penampakkan\12\12_21.jpg,141.200478,67.289589,16.899009
penampakkan\12\12_3.jpg,107.965340,44.971816,9.928668
penampakkan\12\12_4.jpg,117.836024,61.805946,13.167373
penampakkan\12\12_5.jpg,125.071996,55.888507,13.428292
penampakkan\12\12_6.jpg,104.629156,34.629394,10.571404
penampakkan\12\12_7.jpg,110.037232,49.271524,10.980276
penampakkan\12\12_8.jpg,151.301915,79.675213,20.099697
penampakkan\12\12_9.jpg,148.729889,71.159631,17.637728
penampakkan\13\13_1.jpg,110.209131,32.811924,15.059096
penampakkan\13\13_10.jpg,147.137579,48.002947,24.377911
penampakkan\13\13_11.jpg,156.340189,56.398158,27.622665
penampakkan\13\13_12.jpg,107.340964,30.324771,14.275961
penampakkan\13\13_13.jpg,98.617470,25.428961,11.307312
penampakkan\13\13_14.jpg,105.130406,26.379048,12.414405
penampakkan\13\13_15.jpg,97.608388,23.537801,11.025320
penampakkan\13\13_16.jpg,127.903766,37.497210,17.399749
penampakkan\13\13_17.jpg,118.463598,34.557940,14.790309
penampakkan\13\13_18.jpg,139.497617,41.111474,17.080892
penampakkan\13\13_19.jpg,162.469492,61.079341,22.064335
penampakkan\13\13_2.jpg,112.046514,33.997147,12.381809
penampakkan\13\13_3.jpg,119.634656,37.786842,15.104283
penampakkan\13\13_4.jpg,125.065510,41.407569,17.840747
penampakkan\13\13_5.jpg,123.903954,39.385199,15.243809
penampakkan\13\13_6.jpg,148.306895,53.811059,26.747126
penampakkan\13\13_7.jpg,163.252845,57.351858,27.246499
penampakkan\13\13_8.jpg,156.454273,51.330018,22.346401
penampakkan\13\13_9.jpg,130.663329,36.801905,16.378052
penampakkan\14\14_1.jpg,103.256730,29.376982,12.075313
penampakkan\14\14_10.jpg,112.816507,31.700174,14.999389
penampakkan\14\14_11.jpg,135.735371,41.256576,16.922688
penampakkan\14\14_12.jpg,99.598289,24.614901,10.200291
penampakkan\14\14_13.jpg,117.025646,33.772840,12.342421
penampakkan\14\14_14.jpg,120.270680,36.460152,12.476978
penampakkan\14\14_15.jpg,129.337746,40.202622,15.007279
penampakkan\14\14_16.jpg,124.458192,38.241757,15.961126
penampakkan\14\14_17.jpg,126.779500,40.680566,15.938059
penampakkan\14\14_18.jpg,139.803755,42.927589,19.041889
penampakkan\14\14_2.jpg,126.033430,42.248343,24.146634
penampakkan\14\14_3.jpg,131.812434,41.992338,19.059003
penampakkan\14\14_4.jpg,151.435532,51.663737,21.803045
penampakkan\14\14_5.jpg,157.494425,57.944733,22.104972
penampakkan\14\14_6.jpg,112.275564,31.389502,15.537864
penampakkan\14\14_7.jpg,142.707165,43.804676,19.624975
penampakkan\14\14_8.jpg,140.416208,43.241260,17.429067
penampakkan\14\14_9.jpg,151.373753,48.837376,20.820615
penampakkan\15\15_1.jpg,93.678695,52.926172,5.482687
penampakkan\15\15_10.jpg,152.859189,72.001318,16.477295
penampakkan\15\15_11.jpg,118.157828,41.798501,9.447754
penampakkan\15\15_12.jpg,156.336997,76.591334,17.695656
penampakkan\15\15_13.jpg,148.128817,78.365208,12.930026
penampakkan\15\15_14.jpg,143.702736,88.396594,12.232194
penampakkan\15\15_15.jpg,153.808999,95.794370,14.291667
penampakkan\15\15_16.jpg,163.279800,89.875747,20.336178
penampakkan\15\15_17.jpg,180.443313,83.582897,27.287454
penampakkan\15\15_18.jpg,160.724157,77.295574,18.820315
penampakkan\15\15_2.jpg,139.246580,78.018601,13.722370
penampakkan\15\15_3.jpg,151.804104,82.780808,16.214372
penampakkan\15\15_4.jpg,151.623149,89.140563,14.488114
penampakkan\15\15_5.jpg,141.745010,91.824638,12.228971
penampakkan\15\15_6.jpg,157.037836,101.195259,15.702498
penampakkan\15\15_7.jpg,129.623004,59.553132,11.690855
penampakkan\15\15_8.jpg,164.917132,89.093554,19.639732
penampakkan\15\15_9.jpg,148.422533,63.754673,18.282304
penampakkan\16\16_1.jpg,111.326317,50.371054,8.841045
penampakkan\16\16_10.jpg,145.409599,58.840516,17.391696
penampakkan\16\16_11.jpg,185.074587,90.910610,26.866263
penampakkan\16\16_12.jpg,164.276760,76.423563,21.439184
penampakkan\16\16_13.jpg,182.761190,87.462595,27.586838
penampakkan\16\16_14.jpg,100.904497,35.584504,7.930821
penampakkan\16\16_15.jpg,143.794120,76.353259,16.118633
penampakkan\16\16_16.jpg,147.968461,85.274321,14.376526
penampakkan\16\16_17.jpg,149.574825,83.393833,17.251696
penampakkan\16\16_18.jpg,147.476705,68.832869,16.687683
penampakkan\16\16_19.jpg,124.603948,69.334254,10.880927
penampakkan\16\16_2.jpg,135.264758,77.239207,13.165533
penampakkan\16\16_3.jpg,141.294990,85.873165,14.952578
penampakkan\16\16_4.jpg,108.867188,57.921321,7.887718
penampakkan\16\16_5.jpg,112.414191,55.551018,9.753020
penampakkan\16\16_6.jpg,125.650145,59.863201,12.348595
penampakkan\16\16_7.jpg,168.237503,78.103349,22.568215
penampakkan\16\16_8.jpg,154.319249,71.513809,19.085411
penampakkan\16\16_9.jpg,144.806658,59.099363,17.297280
penampakkan\17\17_1.jpg,108.211445,60.874136,9.571419
penampakkan\17\17_10.jpg,159.630760,91.590630,18.233633
penampakkan\17\17_11.jpg,129.484274,57.442263,13.288390
penampakkan\17\17_12.jpg,115.854741,53.734565,11.130685
penampakkan\17\17_13.jpg,97.621635,51.533871,7.824266
penampakkan\17\17_14.jpg,136.256915,92.741576,14.690335
penampakkan\17\17_15.jpg,105.145809,72.158106,9.071932
penampakkan\17\17_16.jpg,107.619691,59.979238,9.496721
penampakkan\17\17_17.jpg,127.403381,63.109257,13.350552
penampakkan\17\17_18.jpg,107.423146,77.583667,9.225659
penampakkan\17\17_19.jpg,104.342832,65.304247,7.967597
penampakkan\17\17_2.jpg,153.778876,96.439452,18.115320
penampakkan\17\17_20.jpg,124.904196,86.250116,12.954907
penampakkan\17\17_3.jpg,117.440447,79.367664,9.081286
penampakkan\17\17_4.jpg,121.264342,77.152321,9.910598
penampakkan\17\17_5.jpg,137.775906,82.837872,15.391109
penampakkan\17\17_6.jpg,141.155756,66.459870,15.325690
penampakkan\17\17_7.jpg,137.348960,66.302667,17.213587
penampakkan\17\17_8.jpg,154.591525,85.515613,18.171313
penampakkan\17\17_9.jpg,119.062602,66.724653,11.093270
penampakkan\18\18_1.jpg,95.068918,24.223151,10.593389
penampakkan\18\18_10.jpg,144.474223,48.283434,24.422578
penampakkan\18\18_11.jpg,95.503215,23.736854,11.161281
penampakkan\18\18_12.jpg,97.866802,24.459195,11.997595
penampakkan\18\18_13.jpg,102.993725,25.757227,10.416106
penampakkan\18\18_14.jpg,139.853196,43.183373,17.631031
penampakkan\18\18_15.jpg,128.734018,41.628527,20.719681
penampakkan\18\18_16.jpg,131.852713,41.189181,20.669217
penampakkan\18\18_17.jpg,137.138167,46.184251,22.190994
penampakkan\18\18_18.jpg,156.043208,52.076055,22.401140
penampakkan\18\18_19.jpg,139.134722,42.716653,19.282805
penampakkan\18\18_2.jpg,111.052823,31.237616,13.346772
penampakkan\18\18_3.jpg,102.121691,35.074077,17.937880
penampakkan\18\18_4.jpg,143.499102,46.822289,23.672583
penampakkan\18\18_5.jpg,162.478793,57.219516,28.324902
penampakkan\18\18_6.jpg,113.058927,32.143058,15.465126
penampakkan\18\18_7.jpg,93.198067,27.819210,14.249951
penampakkan\18\18_8.jpg,92.264194,21.827461,10.672391
penampakkan\18\18_9.jpg,91.957756,22.855561,11.372869
penampakkan\19\19_1.jpg,123.562283,40.940651,15.264852
penampakkan\19\19_10.jpg,115.971486,39.152820,10.513771
penampakkan\19\19_11.jpg,148.352056,55.299222,16.680460
penampakkan\19\19_12.jpg,139.381584,46.624355,16.870071
penampakkan\19\19_13.jpg,153.832855,55.587924,20.270412
penampakkan\19\19_14.jpg,118.171107,43.392288,11.124532
penampakkan\19\19_15.jpg,122.980027,46.241989,9.975204
penampakkan\19\19_16.jpg,147.816608,58.939711,16.029060
penampakkan\19\19_17.jpg,132.705640,46.038278,15.496244
penampakkan\19\19_18.jpg,117.466942,34.875530,11.991886
penampakkan\19\19_19.jpg,165.846581,61.185582,25.410368
penampakkan\19\19_2.jpg,155.763286,66.280439,18.201415
penampakkan\19\19_20.jpg,122.803427,46.876523,12.937160
penampakkan\19\19_21.jpg,179.661463,78.023216,25.285299
penampakkan\19\19_22.jpg,134.352057,50.974533,12.463716
penampakkan\19\19_3.jpg,129.972787,53.389729,10.781885
penampakkan\19\19_4.jpg,150.030675,59.823779,20.172685
penampakkan\19\19_5.jpg,123.639753,40.589462,14.554298
penampakkan\19\19_6.jpg,151.512268,56.274633,18.582864
penampakkan\19\19_7.jpg,122.887308,36.346039,12.124759
penampakkan\19\19_8.jpg,115.166420,34.101762,12.500757
penampakkan\19\19_9.jpg,128.864051,45.554367,12.822453
penampakkan\1\1_1.jpg,97.019347,33.208872,7.528045
penampakkan\1\1_10.jpg,114.483967,34.104075,10.869052
penampakkan\1\1_11.jpg,119.650978,52.508266,12.160640
penampakkan\1\1_12.jpg,124.417912,65.368951,14.487874
penampakkan\1\1_13.jpg,123.632698,46.111327,13.587819
penampakkan\1\1_14.jpg,122.077120,44.026654,11.441038
penampakkan\1\1_15.jpg,119.504164,34.482499,10.081045
penampakkan\1\1_2.jpg,97.606924,26.551006,8.558785
penampakkan\1\1_3.jpg,105.287004,38.144771,9.391881
penampakkan\1\1_4.jpg,89.031638,23.916569,8.112167
penampakkan\1\1_5.jpg,119.015324,39.933215,14.534359
penampakkan\1\1_6.jpg,114.433706,35.376126,12.604252
penampakkan\1\1_7.jpg,128.572279,50.685720,13.219922
penampakkan\1\1_8.jpg,110.894946,44.484168,11.241698
penampakkan\1\1_9.jpg,131.232140,43.244569,13.372051
penampakkan\2\2_1.jpg,110.173194,29.900116,13.600676
penampakkan\2\2_10.jpg,119.134821,30.316031,13.464180
penampakkan\2\2_11.jpg,149.417484,45.691255,21.086923
penampakkan\2\2_12.jpg,112.186074,29.787640,16.231562
penampakkan\2\2_13.jpg,154.482974,47.709306,22.195924
penampakkan\2\2_14.jpg,110.188443,26.784740,12.326024
penampakkan\2\2_15.jpg,113.683194,31.865836,14.196265
penampakkan\2\2_2.jpg,106.317331,27.088713,11.175067
penampakkan\2\2_3.jpg,109.723350,29.922049,14.062961
penampakkan\2\2_4.jpg,104.347585,23.934105,10.398666
penampakkan\2\2_5.jpg,108.173989,27.058709,14.216459
penampakkan\2\2_6.jpg,101.131404,24.302924,10.543157
penampakkan\2\2_7.jpg,115.383429,31.810419,12.657570
penampakkan\2\2_8.jpg,100.747251,22.828549,10.745471
penampakkan\2\2_9.jpg,147.093942,46.708349,19.302145
penampakkan\3\3_1.jpg,106.258899,86.084004,9.191831
penampakkan\3\3_10.jpg,131.179540,75.124433,10.477218
penampakkan\3\3_11.jpg,125.175717,78.422126,10.473225
penampakkan\3\3_12.jpg,154.193099,97.587075,15.142209
penampakkan\3\3_13.jpg,109.346973,93.807780,10.240501
penampakkan\3\3_14.jpg,114.444039,94.440158,10.117651
penampakkan\3\3_15.jpg,130.444967,87.490379,12.180414
penampakkan\3\3_2.jpg,103.172065,79.837507,9.054572
penampakkan\3\3_3.jpg,111.048878,87.350408,8.736522
penampakkan\3\3_4.jpg,110.228760,91.307547,9.088496
penampakkan\3\3_5.jpg,112.080529,81.214317,8.943876
penampakkan\3\3_6.jpg,123.992448,80.783091,10.086067
penampakkan\3\3_7.jpg,117.142665,75.795004,8.228700
penampakkan\3\3_8.jpg,157.552231,108.248294,16.758527
penampakkan\3\3_9.jpg,129.276623,77.720663,9.721441
penampakkan\4\4_1.jpg,140.574201,65.694484,16.530124
penampakkan\4\4_10.jpg,124.767163,46.477606,13.141546
penampakkan\4\4_11.jpg,164.436279,59.368835,21.756954
penampakkan\4\4_12.jpg,144.610142,60.064666,15.190027
penampakkan\4\4_13.jpg,186.005393,99.982000,24.789916
penampakkan\4\4_14.jpg,124.233753,49.662603,11.309608
penampakkan\4\4_15.jpg,124.768731,40.366190,14.417897
penampakkan\4\4_2.jpg,131.841211,67.802678,14.796074
penampakkan\4\4_3.jpg,132.093197,57.970348,13.335161
penampakkan\4\4_4.jpg,163.776744,75.692624,22.059159
penampakkan\4\4_5.jpg,125.664723,52.077946,12.256871
penampakkan\4\4_6.jpg,143.019051,48.754284,16.089140
penampakkan\4\4_7.jpg,144.017924,49.405638,18.311225
penampakkan\4\4_8.jpg,177.842883,72.519834,24.300930
penampakkan\4\4_9.jpg,172.302705,77.541696,24.389891
penampakkan\5\5_1.jpg,122.970908,41.005231,16.611472
penampakkan\5\5_10.jpg,175.197518,65.905857,26.581139
penampakkan\5\5_11.jpg,119.340815,32.833656,13.241715
penampakkan\5\5_12.jpg,111.098146,30.627686,11.849199
penampakkan\5\5_13.jpg,104.772588,27.266286,11.232247
penampakkan\5\5_14.jpg,170.054629,62.439056,25.041719
penampakkan\5\5_15.jpg,105.104684,27.256456,10.964828
penampakkan\5\5_16.jpg,106.047066,54.976375,10.449856
penampakkan\5\5_17.jpg,152.112684,80.358802,18.755815
penampakkan\5\5_2.jpg,142.199689,48.897177,18.769679
penampakkan\5\5_3.jpg,137.838863,49.480431,15.783131
penampakkan\5\5_4.jpg,143.665426,54.364523,19.305401
penampakkan\5\5_5.jpg,161.383394,59.321245,24.557478
penampakkan\5\5_6.jpg,116.032943,32.934747,12.549167
penampakkan\5\5_7.jpg,147.982426,52.091653,16.854897
penampakkan\5\5_8.jpg,150.823340,58.034208,20.913798
penampakkan\5\5_9.jpg,127.667671,40.824162,12.964316
penampakkan\6\6_1.jpg,144.557150,66.392611,17.333684
penampakkan\6\6_10.jpg,116.473550,47.512963,11.867653
penampakkan\6\6_11.jpg,143.987669,53.225296,17.930369
penampakkan\6\6_12.jpg,164.861201,63.750083,25.831603
penampakkan\6\6_13.jpg,131.732049,62.684743,16.627818
penampakkan\6\6_2.jpg,115.246952,41.252687,9.482763
penampakkan\6\6_3.jpg,138.323639,44.901570,16.304328
penampakkan\6\6_4.jpg,173.690799,72.403718,25.859986
penampakkan\6\6_5.jpg,141.660575,64.678658,15.795030
penampakkan\6\6_6.jpg,154.129747,80.508226,17.644212
penampakkan\6\6_7.jpg,164.288999,73.232574,18.865839
penampakkan\6\6_8.jpg,111.465402,32.825364,11.519450
penampakkan\6\6_9.jpg,109.971209,37.727882,9.971949
penampakkan\7\7_1.jpg,108.749515,30.381163,15.066828
penampakkan\7\7_10.jpg,137.601747,39.348802,19.912223
penampakkan\7\7_11.jpg,131.749596,39.074778,20.578865
penampakkan\7\7_12.jpg,132.711753,38.197926,19.672053
penampakkan\7\7_13.jpg,97.458734,30.987363,13.195785
penampakkan\7\7_14.jpg,135.195300,43.347990,18.202653
penampakkan\7\7_15.jpg,102.339284,27.425617,11.582300
penampakkan\7\7_16.jpg,118.669711,39.237076,19.748328
penampakkan\7\7_2.jpg,110.010760,30.615911,16.112013
penampakkan\7\7_3.jpg,134.075785,41.354015,20.409217
penampakkan\7\7_4.jpg,109.076870,30.085722,13.862838
penampakkan\7\7_5.jpg,124.334762,35.404492,15.921908
penampakkan\7\7_6.jpg,154.387835,47.978520,23.458151
penampakkan\7\7_7.jpg,101.129634,25.652587,14.158915
penampakkan\7\7_8.jpg,97.375790,22.624041,11.588682
penampakkan\7\7_9.jpg,108.113003,26.078084,14.421903
penampakkan\8\8_1.jpg,100.008477,26.847293,10.931300
penampakkan\8\8_10.jpg,95.555212,22.219014,10.632603
penampakkan\8\8_11.jpg,93.289194,22.234532,10.666502
penampakkan\8\8_12.jpg,102.998143,25.741837,11.670470
penampakkan\8\8_13.jpg,103.568375,26.231156,12.958451
penampakkan\8\8_14.jpg,122.276850,34.622366,14.187178
penampakkan\8\8_2.jpg,101.166191,25.871611,11.372750
penampakkan\8\8_3.jpg,159.302045,55.652045,27.393443
penampakkan\8\8_4.jpg,147.926374,49.449913,22.808439
penampakkan\8\8_5.jpg,149.380532,50.110993,21.704743
penampakkan\8\8_6.jpg,128.257390,36.475604,17.781454
penampakkan\8\8_7.jpg,93.977393,22.943070,10.683120
penampakkan\8\8_8.jpg,91.781229,21.613617,10.631494
penampakkan\8\8_9.jpg,101.515643,25.536518,12.746185
penampakkan\9\9_1.jpg,101.539316,26.441397,12.673404
penampakkan\9\9_10.jpg,113.761451,27.946294,15.141605
penampakkan\9\9_11.jpg,112.923385,29.313943,15.112331
penampakkan\9\9_12.jpg,133.749002,39.173595,20.184348
penampakkan\9\9_13.jpg,158.150216,50.040701,22.750939
penampakkan\9\9_14.jpg,118.320178,32.003004,14.526068
penampakkan\9\9_15.jpg,115.182004,33.519232,19.370372
penampakkan\9\9_16.jpg,135.397990,40.095950,20.639927
penampakkan\9\9_17.jpg,104.007353,25.368937,11.250556
penampakkan\9\9_2.jpg,91.014775,22.392210,12.798935
penampakkan\9\9_3.jpg,158.787764,52.934656,27.144826
penampakkan\9\9_4.jpg,134.032892,39.191920,18.345866
penampakkan\9\9_5.jpg,128.150348,37.685315,17.524585
penampakkan\9\9_6.jpg,150.061305,47.801657,26.218632
penampakkan\9\9_7.jpg,152.384513,47.038869,23.914461
penampakkan\9\9_8.jpg,116.774894,30.259093,14.720392
penampakkan\9\9_9.jpg,98.611216,23.673063,12.487346
